"Order No","Region","Zone","Order Date","Week"
"182034478","WB UPC South","West","15-06-2020","Week 1"
"182034478","WB UPC South","West","15-06-2020","Week 1"
"182025626","Cuttack","East","15-06-2020","Week 1"
"182320023","Raipur","East","15-06-2020","Week 1"
"181963341","Guwahati","East","15-06-2020","Week 1"
"181916669","WB UPC South","West","15-06-2020","Week 1"
"182192437","Kolkata","East","15-06-2020","Week 1"
"182192437","Kolkata","East","15-06-2020","Week 1"
"182192437","Kolkata","East","15-06-2020","Week 1"
"182177759","Raipur","East","15-06-2020","Week 1"
"182000212","WB UPC South","West","15-06-2020","Week 1"
"182085467","WB UPC South","West","15-06-2020","Week 1"
"182317179","Cuttack","East","15-06-2020","Week 1"
"182317179","Cuttack","East","15-06-2020","Week 1"
"181958321","Kolkata","East","15-06-2020","Week 1"
"182007050","Raipur","East","15-06-2020","Week 1"
"182007050","Raipur","East","15-06-2020","Week 1"
"182330320","Kolkata","East","15-06-2020","Week 1"
"182330320","Kolkata","East","15-06-2020","Week 1"
"182044893","Cuttack","East","15-06-2020","Week 1"
"182044893","Cuttack","East","15-06-2020","Week 1"
"182364915","Kolkata","East","15-06-2020","Week 1"
"181941936","Raipur","East","15-06-2020","Week 1"
"181965230","Kolkata","East","15-06-2020","Week 1"
"181946033","Cuttack","East","15-06-2020","Week 1"
"182258223","Guwahati","East","15-06-2020","Week 1"
"182147349","Guwahati","East","15-06-2020","Week 1"
"182088892","WB UPC North","West","15-06-2020","Week 1"
"182017205","Raipur","East","15-06-2020","Week 1"
"181975846","Raipur","East","15-06-2020","Week 1"
"181975846","Raipur","East","15-06-2020","Week 1"
"181975846","Raipur","East","15-06-2020","Week 1"
"181975846","Raipur","East","15-06-2020","Week 1"
"181975846","Raipur","East","15-06-2020","Week 1"
"181975846","Raipur","East","15-06-2020","Week 1"
"181975846","Raipur","East","15-06-2020","Week 1"
"181975846","Raipur","East","15-06-2020","Week 1"
"182270932","Raipur","East","15-06-2020","Week 1"
"182043563","Guwahati","East","15-06-2020","Week 1"
"182043563","Guwahati","East","15-06-2020","Week 1"
"182011224","Raipur","East","15-06-2020","Week 1"
"182130174","Cuttack","East","15-06-2020","Week 1"
"182130174","Cuttack","East","15-06-2020","Week 1"
"182269154","Cuttack","East","15-06-2020","Week 1"
"182149813","Guwahati","East","15-06-2020","Week 1"
"182149813","Guwahati","East","15-06-2020","Week 1"
"182149813","Guwahati","East","15-06-2020","Week 1"
"182266745","Cuttack","East","15-06-2020","Week 1"
"182266745","Cuttack","East","15-06-2020","Week 1"
"182030313","Cuttack","East","15-06-2020","Week 1"
"182061912","Cuttack","East","15-06-2020","Week 1"
"182054246","Cuttack","East","15-06-2020","Week 1"
"182139068","WB UPC South","West","15-06-2020","Week 1"
"182100476","Raipur","East","15-06-2020","Week 1"
"181942323","WB UPC South","West","15-06-2020","Week 1"
"182126140","Guwahati","East","15-06-2020","Week 1"
"182126140","Guwahati","East","15-06-2020","Week 1"
"182126140","Guwahati","East","15-06-2020","Week 1"
"182126140","Guwahati","East","15-06-2020","Week 1"
"182126140","Guwahati","East","15-06-2020","Week 1"
"182126140","Guwahati","East","15-06-2020","Week 1"
"182126140","Guwahati","East","15-06-2020","Week 1"
"182126140","Guwahati","East","15-06-2020","Week 1"
"182126140","Guwahati","East","15-06-2020","Week 1"
"182150830","Cuttack","East","15-06-2020","Week 1"
"182150830","Cuttack","East","15-06-2020","Week 1"
"182150830","Cuttack","East","15-06-2020","Week 1"
"182150830","Cuttack","East","15-06-2020","Week 1"
"182150830","Cuttack","East","15-06-2020","Week 1"
"182150830","Cuttack","East","15-06-2020","Week 1"
"182150830","Cuttack","East","15-06-2020","Week 1"
"181918865","Cuttack","East","15-06-2020","Week 1"
"181918865","Cuttack","East","15-06-2020","Week 1"
"182002717","Kolkata","East","15-06-2020","Week 1"
"181961970","Raipur","East","15-06-2020","Week 1"
"181961970","Raipur","East","15-06-2020","Week 1"
"182277607","Cuttack","East","15-06-2020","Week 1"
"182304035","Raipur","East","15-06-2020","Week 1"
"182075359","Raipur","East","15-06-2020","Week 1"
"182039008","WB UPC South","West","15-06-2020","Week 1"
"182254245","Kolkata","East","15-06-2020","Week 1"
"182254245","Kolkata","East","15-06-2020","Week 1"
"182250051","Cuttack","East","15-06-2020","Week 1"
"181985045","Kolkata","East","15-06-2020","Week 1"
"182073675","Cuttack","East","15-06-2020","Week 1"
"181945429","WB UPC South","West","15-06-2020","Week 1"
"182156521","Raipur","East","15-06-2020","Week 1"
"182049877","Cuttack","East","15-06-2020","Week 1"
"182049877","Cuttack","East","15-06-2020","Week 1"
"182049877","Cuttack","East","15-06-2020","Week 1"
"182049877","Cuttack","East","15-06-2020","Week 1"
"182049877","Cuttack","East","15-06-2020","Week 1"
"182049877","Cuttack","East","15-06-2020","Week 1"
"182153780","Guwahati","East","15-06-2020","Week 1"
"182071039","Raipur","East","15-06-2020","Week 1"
"182058885","Raipur","East","15-06-2020","Week 1"
"182171887","Raipur","East","15-06-2020","Week 1"
"182171887","Raipur","East","15-06-2020","Week 1"
"181982698","Raipur","East","15-06-2020","Week 1"
"181982698","Raipur","East","15-06-2020","Week 1"
"182304044","Raipur","East","15-06-2020","Week 1"
"182118325","Raipur","East","15-06-2020","Week 1"
"181961728","Raipur","East","15-06-2020","Week 1"
"182173427","Raipur","East","15-06-2020","Week 1"
"181964974","WB UPC South","West","15-06-2020","Week 1"
"182138884","Kolkata","East","15-06-2020","Week 1"
"182138884","Kolkata","East","15-06-2020","Week 1"
"182277270","WB UPC North","West","15-06-2020","Week 1"
"182021715","Raipur","East","15-06-2020","Week 1"
"182316308","Cuttack","East","15-06-2020","Week 1"
"182316308","Cuttack","East","15-06-2020","Week 1"
"182316308","Cuttack","East","15-06-2020","Week 1"
"182316308","Cuttack","East","15-06-2020","Week 1"
"181914444","WB UPC South","West","15-06-2020","Week 1"
"182123741","Raipur","East","15-06-2020","Week 1"
"182091803","Raipur","East","15-06-2020","Week 1"
"182249435","Raipur","East","15-06-2020","Week 1"
"181983893","Kolkata","East","15-06-2020","Week 1"
"181983893","Kolkata","East","15-06-2020","Week 1"
"181983893","Kolkata","East","15-06-2020","Week 1"
"181983893","Kolkata","East","15-06-2020","Week 1"
"182146372","Guwahati","East","15-06-2020","Week 1"
"182146372","Guwahati","East","15-06-2020","Week 1"
"182146372","Guwahati","East","15-06-2020","Week 1"
"181920219","Raipur","East","15-06-2020","Week 1"
"181934840","Guwahati","East","15-06-2020","Week 1"
"181943241","WB UPC South","West","15-06-2020","Week 1"
"182116298","Kolkata","East","15-06-2020","Week 1"
"182003815","Raipur","East","15-06-2020","Week 1"
"182277510","Guwahati","East","15-06-2020","Week 1"
"182277510","Guwahati","East","15-06-2020","Week 1"
"182277510","Guwahati","East","15-06-2020","Week 1"
"182277510","Guwahati","East","15-06-2020","Week 1"
"182277510","Guwahati","East","15-06-2020","Week 1"
"182277510","Guwahati","East","15-06-2020","Week 1"
"182277510","Guwahati","East","15-06-2020","Week 1"
"182277510","Guwahati","East","15-06-2020","Week 1"
"182277510","Guwahati","East","15-06-2020","Week 1"
"182151328","Raipur","East","15-06-2020","Week 1"
"181947562","Cuttack","East","15-06-2020","Week 1"
"181919046","Cuttack","East","15-06-2020","Week 1"
"182137738","Cuttack","East","15-06-2020","Week 1"
"182041109","Guwahati","East","15-06-2020","Week 1"
"181985181","Raipur","East","15-06-2020","Week 1"
"181985181","Raipur","East","15-06-2020","Week 1"
"182006079","WB UPC South","West","15-06-2020","Week 1"
"181921036","Cuttack","East","15-06-2020","Week 1"
"181921036","Cuttack","East","15-06-2020","Week 1"
"181921036","Cuttack","East","15-06-2020","Week 1"
"181921036","Cuttack","East","15-06-2020","Week 1"
"181921036","Cuttack","East","15-06-2020","Week 1"
"181921036","Cuttack","East","15-06-2020","Week 1"
"181928999","Raipur","East","15-06-2020","Week 1"
"181928999","Raipur","East","15-06-2020","Week 1"
"181928999","Raipur","East","15-06-2020","Week 1"
"181983757","WB UPC North","West","15-06-2020","Week 1"
"181997041","Cuttack","East","15-06-2020","Week 1"
"181997041","Cuttack","East","15-06-2020","Week 1"
"182138847","Cuttack","East","15-06-2020","Week 1"
"182138847","Cuttack","East","15-06-2020","Week 1"
"182228290","Raipur","East","15-06-2020","Week 1"
"181946946","WB UPC South","West","15-06-2020","Week 1"
"182123664","Raipur","East","15-06-2020","Week 1"
"181912945","Cuttack","East","15-06-2020","Week 1"
"181912945","Cuttack","East","15-06-2020","Week 1"
"182021921","Guwahati","East","15-06-2020","Week 1"
"182021921","Guwahati","East","15-06-2020","Week 1"
"182154038","Guwahati","East","15-06-2020","Week 1"
"182316919","Cuttack","East","15-06-2020","Week 1"
"182316919","Cuttack","East","15-06-2020","Week 1"
"181938444","Kolkata","East","15-06-2020","Week 1"
"182071753","Guwahati","East","15-06-2020","Week 1"
"181929586","Raipur","East","15-06-2020","Week 1"
"181939313","Raipur","East","15-06-2020","Week 1"
"181939313","Raipur","East","15-06-2020","Week 1"
"181923756","Cuttack","East","15-06-2020","Week 1"
"181923756","Cuttack","East","15-06-2020","Week 1"
"181923756","Cuttack","East","15-06-2020","Week 1"
"181938912","WB UPC South","West","15-06-2020","Week 1"
"181966105","Cuttack","East","15-06-2020","Week 1"
"181966105","Cuttack","East","15-06-2020","Week 1"
"181966105","Cuttack","East","15-06-2020","Week 1"
"181966105","Cuttack","East","15-06-2020","Week 1"
"181966105","Cuttack","East","15-06-2020","Week 1"
"181966105","Cuttack","East","15-06-2020","Week 1"
"181966105","Cuttack","East","15-06-2020","Week 1"
"181968993","Raipur","East","15-06-2020","Week 1"
"181968993","Raipur","East","15-06-2020","Week 1"
"181968993","Raipur","East","15-06-2020","Week 1"
"182259509","WB UPC North","West","15-06-2020","Week 1"
"181919285","Cuttack","East","15-06-2020","Week 1"
"181919285","Cuttack","East","15-06-2020","Week 1"
"182091133","WB UPC South","West","15-06-2020","Week 1"
"182156772","Guwahati","East","15-06-2020","Week 1"
"182156772","Guwahati","East","15-06-2020","Week 1"
"182063661","Raipur","East","15-06-2020","Week 1"
"182063661","Raipur","East","15-06-2020","Week 1"
"182149811","WB UPC North","West","15-06-2020","Week 1"
"181920281","Raipur","East","15-06-2020","Week 1"
"182168730","Raipur","East","15-06-2020","Week 1"
"182005562","Kolkata","East","15-06-2020","Week 1"
"182279264","Cuttack","East","15-06-2020","Week 1"
"182279264","Cuttack","East","15-06-2020","Week 1"
"182156995","Guwahati","East","15-06-2020","Week 1"
"181968994","Cuttack","East","15-06-2020","Week 1"
"182221606","Raipur","East","15-06-2020","Week 1"
"182120051","Raipur","East","15-06-2020","Week 1"
"182287649","Raipur","East","15-06-2020","Week 1"
"182149522","Cuttack","East","15-06-2020","Week 1"
"182149522","Cuttack","East","15-06-2020","Week 1"
"181964947","Kolkata","East","15-06-2020","Week 1"
"182010533","Raipur","East","15-06-2020","Week 1"
"182046439","Raipur","East","15-06-2020","Week 1"
"182102726","Raipur","East","15-06-2020","Week 1"
"182139721","Kolkata","East","15-06-2020","Week 1"
"181924472","Cuttack","East","15-06-2020","Week 1"
"181924472","Cuttack","East","15-06-2020","Week 1"
"181924472","Cuttack","East","15-06-2020","Week 1"
"181924472","Cuttack","East","15-06-2020","Week 1"
"181924472","Cuttack","East","15-06-2020","Week 1"
"181924472","Cuttack","East","15-06-2020","Week 1"
"181992888","WB UPC South","West","15-06-2020","Week 1"
"182258315","Guwahati","East","15-06-2020","Week 1"
"182088911","Raipur","East","15-06-2020","Week 1"
"182152890","Guwahati","East","15-06-2020","Week 1"
"182152520","Guwahati","East","15-06-2020","Week 1"
"182152520","Guwahati","East","15-06-2020","Week 1"
"181998570","Cuttack","East","15-06-2020","Week 1"
"181998570","Cuttack","East","15-06-2020","Week 1"
"182217169","Raipur","East","15-06-2020","Week 1"
"181999569","Raipur","East","15-06-2020","Week 1"
"181947781","WB UPC South","West","15-06-2020","Week 1"
"182014427","Cuttack","East","15-06-2020","Week 1"
"182149532","Raipur","East","15-06-2020","Week 1"
"181958222","Kolkata","East","15-06-2020","Week 1"
"182104590","Raipur","East","15-06-2020","Week 1"
"181942173","WB UPC South","West","15-06-2020","Week 1"
"182117433","Kolkata","East","15-06-2020","Week 1"
"182023521","WB UPC North","West","15-06-2020","Week 1"
"181962773","Guwahati","East","15-06-2020","Week 1"
"181962773","Guwahati","East","15-06-2020","Week 1"
"181962773","Guwahati","East","15-06-2020","Week 1"
"182041901","Guwahati","East","15-06-2020","Week 1"
"182064136","Cuttack","East","15-06-2020","Week 1"
"181936324","WB UPC South","West","15-06-2020","Week 1"
"181936324","WB UPC South","West","15-06-2020","Week 1"
"181936324","WB UPC South","West","15-06-2020","Week 1"
"182322022","Kolkata","East","15-06-2020","Week 1"
"182217201","Raipur","East","15-06-2020","Week 1"
"182018715","WB UPC South","West","15-06-2020","Week 1"
"182110686","Guwahati","East","15-06-2020","Week 1"
"182110686","Guwahati","East","15-06-2020","Week 1"
"182036656","Raipur","East","15-06-2020","Week 1"
"182036656","Raipur","East","15-06-2020","Week 1"
"182036656","Raipur","East","15-06-2020","Week 1"
"181916521","Cuttack","East","15-06-2020","Week 1"
"181916521","Cuttack","East","15-06-2020","Week 1"
"181916521","Cuttack","East","15-06-2020","Week 1"
"182122779","Cuttack","East","15-06-2020","Week 1"
"182092565","WB UPC North","West","15-06-2020","Week 1"
"181950701","Raipur","East","15-06-2020","Week 1"
"181950701","Raipur","East","15-06-2020","Week 1"
"181950701","Raipur","East","15-06-2020","Week 1"
"182028936","Guwahati","East","15-06-2020","Week 1"
"182155530","Raipur","East","15-06-2020","Week 1"
"182154636","Raipur","East","15-06-2020","Week 1"
"181962432","Raipur","East","15-06-2020","Week 1"
"181927094","Cuttack","East","15-06-2020","Week 1"
"181927094","Cuttack","East","15-06-2020","Week 1"
"182153746","Kolkata","East","15-06-2020","Week 1"
"182001180","Cuttack","East","15-06-2020","Week 1"
"182001180","Cuttack","East","15-06-2020","Week 1"
"182025198","Cuttack","East","15-06-2020","Week 1"
"182025198","Cuttack","East","15-06-2020","Week 1"
"181977429","Raipur","East","15-06-2020","Week 1"
"181977429","Raipur","East","15-06-2020","Week 1"
"182322023","Kolkata","East","15-06-2020","Week 1"
"182061529","WB UPC South","West","15-06-2020","Week 1"
"182165585","Guwahati","East","15-06-2020","Week 1"
"181967668","WB UPC North","West","15-06-2020","Week 1"
"182171472","Cuttack","East","15-06-2020","Week 1"
"182043910","Raipur","East","15-06-2020","Week 1"
"181970006","Kolkata","East","15-06-2020","Week 1"
"181947298","WB UPC South","West","15-06-2020","Week 1"
"181942817","Kolkata","East","15-06-2020","Week 1"
"181996216","Kolkata","East","15-06-2020","Week 1"
"182198018","Raipur","East","15-06-2020","Week 1"
"182003574","Raipur","East","15-06-2020","Week 1"
"181968236","Guwahati","East","15-06-2020","Week 1"
"182003160","Cuttack","East","15-06-2020","Week 1"
"182157353","Raipur","East","15-06-2020","Week 1"
"182013393","WB UPC South","West","15-06-2020","Week 1"
"182122052","Kolkata","East","15-06-2020","Week 1"
"182078906","Guwahati","East","15-06-2020","Week 1"
"182028899","Guwahati","East","15-06-2020","Week 1"
"182028899","Guwahati","East","15-06-2020","Week 1"
"182028899","Guwahati","East","15-06-2020","Week 1"
"182028899","Guwahati","East","15-06-2020","Week 1"
"182028899","Guwahati","East","15-06-2020","Week 1"
"182218425","Guwahati","East","15-06-2020","Week 1"
"182217185","Raipur","East","15-06-2020","Week 1"
"181922354","Raipur","East","15-06-2020","Week 1"
"181950345","WB UPC South","West","15-06-2020","Week 1"
"182064129","Raipur","East","15-06-2020","Week 1"
"182166856","Guwahati","East","15-06-2020","Week 1"
"182023851","WB UPC South","West","15-06-2020","Week 1"
"182000697","Raipur","East","15-06-2020","Week 1"
"182053814","WB UPC South","West","15-06-2020","Week 1"
"182017167","Cuttack","East","15-06-2020","Week 1"
"182166483","Cuttack","East","15-06-2020","Week 1"
"182166483","Cuttack","East","15-06-2020","Week 1"
"182355667","WB UPC South","West","15-06-2020","Week 1"
"182149156","Guwahati","East","15-06-2020","Week 1"
"182149156","Guwahati","East","15-06-2020","Week 1"
"182149156","Guwahati","East","15-06-2020","Week 1"
"181932423","Cuttack","East","15-06-2020","Week 1"
"181932423","Cuttack","East","15-06-2020","Week 1"
"181932423","Cuttack","East","15-06-2020","Week 1"
"181937609","Cuttack","East","15-06-2020","Week 1"
"182250049","Raipur","East","15-06-2020","Week 1"
"182250049","Raipur","East","15-06-2020","Week 1"
"182250049","Raipur","East","15-06-2020","Week 1"
"182143776","Raipur","East","15-06-2020","Week 1"
"182134784","Raipur","East","15-06-2020","Week 1"
"182125917","Raipur","East","15-06-2020","Week 1"
"182061346","Kolkata","East","15-06-2020","Week 1"
"181936130","WB UPC South","West","15-06-2020","Week 1"
"182070773","Guwahati","East","15-06-2020","Week 1"
"182070773","Guwahati","East","15-06-2020","Week 1"
"182070773","Guwahati","East","15-06-2020","Week 1"
"182070773","Guwahati","East","15-06-2020","Week 1"
"182070773","Guwahati","East","15-06-2020","Week 1"
"182070773","Guwahati","East","15-06-2020","Week 1"
"182070773","Guwahati","East","15-06-2020","Week 1"
"182070773","Guwahati","East","15-06-2020","Week 1"
"182070773","Guwahati","East","15-06-2020","Week 1"
"182070773","Guwahati","East","15-06-2020","Week 1"
"181967184","Kolkata","East","15-06-2020","Week 1"
"181967184","Kolkata","East","15-06-2020","Week 1"
"182008109","Guwahati","East","15-06-2020","Week 1"
"182008109","Guwahati","East","15-06-2020","Week 1"
"182008109","Guwahati","East","15-06-2020","Week 1"
"182168939","Raipur","East","15-06-2020","Week 1"
"182251047","Kolkata","East","15-06-2020","Week 1"
"182251047","Kolkata","East","15-06-2020","Week 1"
"182251047","Kolkata","East","15-06-2020","Week 1"
"181917026","Cuttack","East","15-06-2020","Week 1"
"182031107","Cuttack","East","15-06-2020","Week 1"
"182158471","Guwahati","East","15-06-2020","Week 1"
"181917814","Cuttack","East","15-06-2020","Week 1"
"182093340","Guwahati","East","15-06-2020","Week 1"
"182093340","Guwahati","East","15-06-2020","Week 1"
"182031985","Raipur","East","15-06-2020","Week 1"
"182017950","WB UPC South","West","15-06-2020","Week 1"
"182017950","WB UPC South","West","15-06-2020","Week 1"
"182063871","Guwahati","East","15-06-2020","Week 1"
"181961292","Raipur","East","15-06-2020","Week 1"
"182077468","Raipur","East","15-06-2020","Week 1"
"181966883","Cuttack","East","15-06-2020","Week 1"
"181922459","Cuttack","East","15-06-2020","Week 1"
"182057198","WB UPC South","West","15-06-2020","Week 1"
"182098514","Raipur","East","15-06-2020","Week 1"
"182203448","Raipur","East","15-06-2020","Week 1"
"182034770","Cuttack","East","15-06-2020","Week 1"
"182020320","Raipur","East","15-06-2020","Week 1"
"182151541","Raipur","East","15-06-2020","Week 1"
"181930936","Raipur","East","15-06-2020","Week 1"
"181930936","Raipur","East","15-06-2020","Week 1"
"182103293","Cuttack","East","15-06-2020","Week 1"
"182103293","Cuttack","East","15-06-2020","Week 1"
"182103293","Cuttack","East","15-06-2020","Week 1"
"182138039","Raipur","East","15-06-2020","Week 1"
"182064703","Guwahati","East","15-06-2020","Week 1"
"182064703","Guwahati","East","15-06-2020","Week 1"
"182056959","WB UPC South","West","15-06-2020","Week 1"
"182165635","Raipur","East","15-06-2020","Week 1"
"182165635","Raipur","East","15-06-2020","Week 1"
"181926586","Raipur","East","15-06-2020","Week 1"
"181926586","Raipur","East","15-06-2020","Week 1"
"181926586","Raipur","East","15-06-2020","Week 1"
"181915387","Raipur","East","15-06-2020","Week 1"
"181915387","Raipur","East","15-06-2020","Week 1"
"181988253","Raipur","East","15-06-2020","Week 1"
"182053876","Raipur","East","15-06-2020","Week 1"
"181929078","Raipur","East","15-06-2020","Week 1"
"181969872","Kolkata","East","15-06-2020","Week 1"
"181969872","Kolkata","East","15-06-2020","Week 1"
"181925534","WB UPC South","West","15-06-2020","Week 1"
"182036472","Cuttack","East","15-06-2020","Week 1"
"182126355","Raipur","East","15-06-2020","Week 1"
"181955173","Kolkata","East","15-06-2020","Week 1"
"181955173","Kolkata","East","15-06-2020","Week 1"
"181955173","Kolkata","East","15-06-2020","Week 1"
"182135256","Raipur","East","15-06-2020","Week 1"
"181988213","Raipur","East","15-06-2020","Week 1"
"181988213","Raipur","East","15-06-2020","Week 1"
"181988213","Raipur","East","15-06-2020","Week 1"
"181942670","Cuttack","East","15-06-2020","Week 1"
"181942670","Cuttack","East","15-06-2020","Week 1"
"182192413","Kolkata","East","15-06-2020","Week 1"
"182192413","Kolkata","East","15-06-2020","Week 1"
"182115442","Raipur","East","15-06-2020","Week 1"
"181918888","Cuttack","East","15-06-2020","Week 1"
"181918888","Cuttack","East","15-06-2020","Week 1"
"182074610","Kolkata","East","15-06-2020","Week 1"
"182079120","Raipur","East","15-06-2020","Week 1"
"182132542","Raipur","East","15-06-2020","Week 1"
"182132542","Raipur","East","15-06-2020","Week 1"
"181985977","Cuttack","East","15-06-2020","Week 1"
"181985977","Cuttack","East","15-06-2020","Week 1"
"181985977","Cuttack","East","15-06-2020","Week 1"
"182155526","Raipur","East","15-06-2020","Week 1"
"182040900","Raipur","East","15-06-2020","Week 1"
"182117729","Raipur","East","15-06-2020","Week 1"
"182117729","Raipur","East","15-06-2020","Week 1"
"181958250","WB UPC South","West","15-06-2020","Week 1"
"182104630","WB UPC South","West","15-06-2020","Week 1"
"182117472","Cuttack","East","15-06-2020","Week 1"
"182214284","Raipur","East","15-06-2020","Week 1"
"182114229","Raipur","East","15-06-2020","Week 1"
"182114229","Raipur","East","15-06-2020","Week 1"
"182323732","Kolkata","East","15-06-2020","Week 1"
"182323732","Kolkata","East","15-06-2020","Week 1"
"182252414","WB UPC North","West","15-06-2020","Week 1"
"181976412","WB UPC North","West","15-06-2020","Week 1"
"181979717","Raipur","East","15-06-2020","Week 1"
"181935408","Raipur","East","15-06-2020","Week 1"
"182006942","Cuttack","East","15-06-2020","Week 1"
"182037583","Kolkata","East","15-06-2020","Week 1"
"182087387","Raipur","East","15-06-2020","Week 1"
"182038644","Cuttack","East","15-06-2020","Week 1"
"182316785","Cuttack","East","15-06-2020","Week 1"
"182316785","Cuttack","East","15-06-2020","Week 1"
"182316785","Cuttack","East","15-06-2020","Week 1"
"182316785","Cuttack","East","15-06-2020","Week 1"
"182316785","Cuttack","East","15-06-2020","Week 1"
"182316785","Cuttack","East","15-06-2020","Week 1"
"182153505","Guwahati","East","15-06-2020","Week 1"
"182041146","Raipur","East","15-06-2020","Week 1"
"182041146","Raipur","East","15-06-2020","Week 1"
"182041146","Raipur","East","15-06-2020","Week 1"
"181949014","Guwahati","East","15-06-2020","Week 1"
"182140808","Cuttack","East","15-06-2020","Week 1"
"182140808","Cuttack","East","15-06-2020","Week 1"
"182140808","Cuttack","East","15-06-2020","Week 1"
"182037364","Raipur","East","15-06-2020","Week 1"
"182037364","Raipur","East","15-06-2020","Week 1"
"182037364","Raipur","East","15-06-2020","Week 1"
"182037364","Raipur","East","15-06-2020","Week 1"
"182037364","Raipur","East","15-06-2020","Week 1"
"181935770","Raipur","East","15-06-2020","Week 1"
"181988441","Cuttack","East","15-06-2020","Week 1"
"181973053","Kolkata","East","15-06-2020","Week 1"
"182030106","Kolkata","East","15-06-2020","Week 1"
"182030106","Kolkata","East","15-06-2020","Week 1"
"182039905","Raipur","East","15-06-2020","Week 1"
"182039905","Raipur","East","15-06-2020","Week 1"
"181963546","Guwahati","East","15-06-2020","Week 1"
"181985741","Cuttack","East","15-06-2020","Week 1"
"182067548","Kolkata","East","15-06-2020","Week 1"
"182035571","Kolkata","East","15-06-2020","Week 1"
"182035571","Kolkata","East","15-06-2020","Week 1"
"182114316","Kolkata","East","15-06-2020","Week 1"
"182262660","Kolkata","East","15-06-2020","Week 1"
"182262660","Kolkata","East","15-06-2020","Week 1"
"182262660","Kolkata","East","15-06-2020","Week 1"
"182046156","Guwahati","East","15-06-2020","Week 1"
"182046156","Guwahati","East","15-06-2020","Week 1"
"182073288","WB UPC South","West","15-06-2020","Week 1"
"181968880","WB UPC South","West","15-06-2020","Week 1"
"182070769","Cuttack","East","15-06-2020","Week 1"
"182229486","Kolkata","East","15-06-2020","Week 1"
"182229486","Kolkata","East","15-06-2020","Week 1"
"181942240","WB UPC South","West","15-06-2020","Week 1"
"181970349","Raipur","East","15-06-2020","Week 1"
"181970349","Raipur","East","15-06-2020","Week 1"
"182081030","WB UPC North","West","15-06-2020","Week 1"
"182260832","Raipur","East","15-06-2020","Week 1"
"182260832","Raipur","East","15-06-2020","Week 1"
"182002230","WB UPC South","West","15-06-2020","Week 1"
"182139133","Cuttack","East","15-06-2020","Week 1"
"182139133","Cuttack","East","15-06-2020","Week 1"
"181917643","Cuttack","East","15-06-2020","Week 1"
"181988575","Cuttack","East","15-06-2020","Week 1"
"181929614","WB UPC South","West","15-06-2020","Week 1"
"181929614","WB UPC South","West","15-06-2020","Week 1"
"181987872","WB UPC North","West","15-06-2020","Week 1"
"182197878","Kolkata","East","15-06-2020","Week 1"
"182197878","Kolkata","East","15-06-2020","Week 1"
"182197878","Kolkata","East","15-06-2020","Week 1"
"182197878","Kolkata","East","15-06-2020","Week 1"
"181960606","WB UPC South","West","15-06-2020","Week 1"
"181960606","WB UPC South","West","15-06-2020","Week 1"
"181960606","WB UPC South","West","15-06-2020","Week 1"
"181960606","WB UPC South","West","15-06-2020","Week 1"
"181929661","WB UPC South","West","15-06-2020","Week 1"
"181929661","WB UPC South","West","15-06-2020","Week 1"
"182096034","Raipur","East","15-06-2020","Week 1"
"181927270","Cuttack","East","15-06-2020","Week 1"
"181927270","Cuttack","East","15-06-2020","Week 1"
"181927270","Cuttack","East","15-06-2020","Week 1"
"181927270","Cuttack","East","15-06-2020","Week 1"
"182173648","Cuttack","East","15-06-2020","Week 1"
"182173648","Cuttack","East","15-06-2020","Week 1"
"182304117","WB UPC North","West","15-06-2020","Week 1"
"182034631","Guwahati","East","15-06-2020","Week 1"
"181996950","WB UPC South","West","15-06-2020","Week 1"
"181952846","Guwahati","East","15-06-2020","Week 1"
"182007766","WB UPC South","West","15-06-2020","Week 1"
"182046006","Cuttack","East","15-06-2020","Week 1"
"182068722","Raipur","East","15-06-2020","Week 1"
"181928020","Cuttack","East","15-06-2020","Week 1"
"182045265","Cuttack","East","15-06-2020","Week 1"
"182150906","Raipur","East","15-06-2020","Week 1"
"182285199","Raipur","East","15-06-2020","Week 1"
"181945971","Raipur","East","15-06-2020","Week 1"
"182025697","Cuttack","East","15-06-2020","Week 1"
"182025697","Cuttack","East","15-06-2020","Week 1"
"182025697","Cuttack","East","15-06-2020","Week 1"
"182158895","Guwahati","East","15-06-2020","Week 1"
"182323729","Kolkata","East","15-06-2020","Week 1"
"181979274","Cuttack","East","15-06-2020","Week 1"
"181979274","Cuttack","East","15-06-2020","Week 1"
"182059595","Guwahati","East","15-06-2020","Week 1"
"182059595","Guwahati","East","15-06-2020","Week 1"
"181946330","Cuttack","East","15-06-2020","Week 1"
"181946330","Cuttack","East","15-06-2020","Week 1"
"182124645","Raipur","East","15-06-2020","Week 1"
"181945898","WB UPC South","West","15-06-2020","Week 1"
"182061477","Raipur","East","15-06-2020","Week 1"
"181982879","Raipur","East","15-06-2020","Week 1"
"181918897","Kolkata","East","15-06-2020","Week 1"
"182101146","Kolkata","East","15-06-2020","Week 1"
"182317303","Cuttack","East","15-06-2020","Week 1"
"182317303","Cuttack","East","15-06-2020","Week 1"
"182317303","Cuttack","East","15-06-2020","Week 1"
"181933937","Cuttack","East","15-06-2020","Week 1"
"181933937","Cuttack","East","15-06-2020","Week 1"
"181933937","Cuttack","East","15-06-2020","Week 1"
"181960535","WB UPC South","West","15-06-2020","Week 1"
"181960535","WB UPC South","West","15-06-2020","Week 1"
